pr_id,title,body,author,created_at,merged,merged_at,state,additions,deletions,changed_files,commits_count,labels,reviewers,review_comments,reviews,commit_messages,diff,has_ai_reviewer,has_ai_code
123945,"Add CUDA 13 / Blackwell (sm_100, sm_120) local build support","## Summary

Hermetic `cuda_clang` rejects Blackwell architectures (`sm_100` / `sm_120`) with `unsupported CUDA gpu architecture`, which breaks local CUDA 13 builds for GPUs such as GeForce RTX 50-series.

This change improves the **existing** config path (no new `cuda13_nvcc` alias):

- Document that Blackwell builds should use `--config=cuda13_version` + `--config=cuda_nvcc` (+ `--config=cuda_wheel` for pip packages).
- Keep default `--config=cuda` on **CUDA 12** (`cuda_version` → `cuda12_version`).
- Leave `cuda_clang` compute capabilities free of `sm_100` / `sm_120` so the clang path is unchanged.
- In `./configure`, when the user selects sm_100+ capabilities:
  - default the CUDA device compiler to **nvcc** (not clang);
  - if hermetic CUDA/cuDNN versions are unset, pin CUDA **13.0.0** / cuDNN **9.12.0** (same pins as `cuda13_version`);
  - write `--config=cuda_nvcc` for Blackwell; pre-Blackwell non-clang still writes only `--config=cuda`.
- Clarify the pip wheel analysis error for CUDA 13 / Blackwell.
- Add unit tests for capability parsing, CUDA 12 preservation, CUDA 13 pinning, and recommended wheel flags.

## Example build (Blackwell)

```bash
bazel build \
  --config=cuda \
  --config=cuda13_version \
  --config=cuda_nvcc \
  --config=cuda_wheel \
  //tensorflow/tools/pip_package:wheel
```

## Test plan

- [x] `python3 -m unittest configure_test.py -v` (20 tests)
- [ ] CI (Kokoro) on this PR
- [ ] Manual: `./configure` with `HERMETIC_CUDA_COMPUTE_CAPABILITIES=sm_80` still defaults toward non-Blackwell / CUDA 12 behavior
- [ ] Manual: `./configure` with `sm_120` defaults to nvcc and pins CUDA 13 when versions are left empty",tbhaxor,2026-07-24T21:22:10+00:00,False,,closed,477,6,6,3,['size:L'],['gemini-code-assist[bot]'],"[{'user': 'gemini-code-assist[bot]', 'body': '![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)\n\nThe conditional checks for the length of `digits` can be simplified. Since the minor version in CUDA compute capabilities is always represented by the last digit (e.g., `sm_90` -> `(9, 0)`, `sm_100` -> `(10, 0)`, `sm_120` -> `(12, 0)`), we can slice the string directly using `digits[:-1]` for the major version and `digits[-1]` for the minor version. This avoids multiple conditional branches and makes the code more concise and maintainable.\n\n```python\n    return int(digits[:-1]), int(digits[-1])\n```', 'created_at': '2026-07-24T21:24:36+00:00', 'path': 'configure.py', 'position': 1}, {'user': 'gemini-code-assist[bot]', 'body': ""![medium](https://www.gstatic.com/codereviewagent/medium-priority.svg)\n\nIf the user has explicitly set `HERMETIC_CUDA_VERSION` but not `HERMETIC_CUDNN_VERSION`, the script will only pin `HERMETIC_CUDNN_VERSION`. However, the printed message will still claim that it is pinning both `HERMETIC_CUDA_VERSION` and `HERMETIC_CUDNN_VERSION` to their Blackwell defaults. We should track which variables are actually pinned and adjust the printed message accordingly to avoid misleading the user.\n\n```python\n  pinned_cuda = False\\n  pinned_cudnn = False\\n  if not environ_cp.get('HERMETIC_CUDA_VERSION'):\\n    environ_cp['HERMETIC_CUDA_VERSION'] = _BLACKWELL_HERMETIC_CUDA_VERSION\\n    write_repo_env_to_bazelrc(\\n        'cuda', 'HERMETIC_CUDA_VERSION', _BLACKWELL_HERMETIC_CUDA_VERSION\\n    )\\n    pinned_cuda = True\\n  if not environ_cp.get('HERMETIC_CUDNN_VERSION'):\\n    environ_cp['HERMETIC_CUDNN_VERSION'] = _BLACKWELL_HERMETIC_CUDNN_VERSION\\n    write_repo_env_to_bazelrc(\\n        'cuda', 'HERMETIC_CUDNN_VERSION', _BLACKWELL_HERMETIC_CUDNN_VERSION\\n    )\\n    pinned_cudnn = True\\n\\n  if pinned_cuda or pinned_cudnn:\\n    pins = []\\n    if pinned_cuda:\\n      pins.append('HERMETIC_CUDA_VERSION=%s' % _BLACKWELL_HERMETIC_CUDA_VERSION)\\n    if pinned_cudnn:\\n      pins.append('HERMETIC_CUDNN_VERSION=%s' % _BLACKWELL_HERMETIC_CUDNN_VERSION)\\n    print(\\n        '\\\\nNOTE: Blackwell compute capabilities (sm_100+) selected without an '\\n        'explicit hermetic CUDA/cuDNN version. Pinning %s. '\\n        'Default --config=cuda remains CUDA 12 for other builds.\\\\n'\\n        % ' and '.join(pins)\\n    )\\n  return pinned_cuda or pinned_cudnn\n```"", 'created_at': '2026-07-24T21:24:36+00:00', 'path': 'configure.py', 'position': 1}]","[{'user': 'gemini-code-assist[bot]', 'state': 'COMMENTED', 'submitted_at': '2026-07-24T21:24:36+00:00', 'body': '## Code Review\n\nThis pull request introduces support for Blackwell GPUs (sm_100 and compute_120) by defaulting to nvcc and pinning hermetic CUDA 13 when Blackwell architectures are selected. It updates .bazelrc configurations, adds helper functions and interactive prompt logic in configure.py, includes comprehensive unit tests in configure_test.py, and updates relevant documentation and wheel build rules. The review feedback suggests simplifying the parsing of CUDA compute capability versions in configure.py and correcting a potentially misleading console message when only one of the hermetic CUDA or cuDNN versions is pinned.'}]","['Add CUDA 13 / Blackwell (sm_100, sm_120) local build support.\n\nHermetic cuda_clang rejects sm_100/sm_120, which breaks CUDA 13 and\nBlackwell GPU builds (e.g. RTX 50-series). Default configure to nvcc for\nthose compute capabilities, add --config=cuda13_nvcc, document cuda_wheel\nfor pip packages, and cover the capability helpers with unit tests.', 'Drop cuda13_nvcc; support Blackwell via existing CUDA 13 + nvcc configs.\n\nRemove the convenience alias and keep default --config=cuda on CUDA 12.\nWhen configure selects sm_100+ capabilities, pin hermetic CUDA 13 only if\nunset, default the device compiler to nvcc, and write --config=cuda_nvcc.\nExpand configure unit tests for capability parsing, CUDA 12 preservation,\nand recommended wheel flags.', 'Address review: simplify SM parse and fix Blackwell pin message.\n\nUse major/minor slicing digits[:-1]/digits[-1] for sm/compute\ncapabilities, and only report hermetic CUDA/cuDNN variables that were\nactually pinned when configuring for Blackwell.']",,True,False
123943,Introduce `tsl::PromiseOnce<T>`,"Introduce `tsl::PromiseOnce<T>`

This is a convenience wrapper on top of `tsl::Promise<T>` that makes `Set()` take the value from its first call and ignore all subsequent calls.
",copybara-service[bot],2026-07-24T21:00:57+00:00,True,2026-07-25T00:10:05+00:00,closed,133,0,3,1,[],[],[],[],['Introduce `tsl::PromiseOnce<T>`\n\nThis is a convenience wrapper on top of `tsl::Promise<T>` that makes `Set()` take the value from its first call and ignore all subsequent calls.\n\nPiperOrigin-RevId: 953622307'],,False,False
123938,[XLA:CPU] Migrate CpuScatterFusion emission to ParallelFusionEmitter,"[XLA:CPU] Migrate CpuScatterFusion emission to ParallelFusionEmitter

Migrates CpuScatterFusion so that scatter fusion kernels are emitted and compiled asynchronously via ParallelFusionEmitter (supporting background compilation and fingerprint-based kernel spec caching) rather than directly and synchronously inside ThunkEmitter.
",copybara-service[bot],2026-07-24T20:18:05+00:00,True,2026-07-25T15:54:05+00:00,closed,13,29,3,1,[],[],[],[],['[XLA:CPU] Migrate CpuScatterFusion emission to ParallelFusionEmitter\n\nMigrates CpuScatterFusion so that scatter fusion kernels are emitted and compiled asynchronously via ParallelFusionEmitter (supporting background compilation and fingerprint-based kernel spec caching) rather than directly and synchronously inside ThunkEmitter.\n\nPiperOrigin-RevId: 953884004'],,False,False
123937,Reverts 6659665ba394ce742da5324d11a453a021da054e,"Reverts 6659665ba394ce742da5324d11a453a021da054e
",copybara-service[bot],2026-07-24T20:09:30+00:00,True,2026-07-24T22:32:31+00:00,closed,419,267,7,1,[],[],[],[],['Reverts 6659665ba394ce742da5324d11a453a021da054e\n\nPiperOrigin-RevId: 953582483'],,False,False
123935,"Fix 3.14 nightly build, wheel verification failure on Windows CI.","Fix 3.14 nightly build, wheel verification failure on Windows CI.
",copybara-service[bot],2026-07-24T19:13:42+00:00,True,2026-07-25T06:22:19+00:00,closed,10,2,2,1,[],[],[],[],"['Fix 3.14 nightly build, wheel verification failure on Windows CI.\n\nPiperOrigin-RevId: 953740461']",,False,False
123934,Integrate LLVM at llvm/llvm-project@0220c07a9401,"Integrate LLVM at llvm/llvm-project@0220c07a9401

Updates LLVM usage to match
[0220c07a9401](https://github.com/llvm/llvm-project/commit/0220c07a9401)
",copybara-service[bot],2026-07-24T19:12:34+00:00,True,2026-07-24T23:11:51+00:00,closed,9,9,3,1,[],[],[],[],['Integrate LLVM at llvm/llvm-project@0220c07a9401\n\nUpdates LLVM usage to match\n[0220c07a9401](https://github.com/llvm/llvm-project/commit/0220c07a9401)\n\nPiperOrigin-RevId: 953598123'],,False,False
123931,Register RunAsync overrides so that it dispatches based on the executable type,"Register RunAsync overrides so that it dispatches based on the executable type
rather than the client type. This is to decouple PjRtStreamExecutorRawLoadedExecutable execution from the client
implementation details.
",copybara-service[bot],2026-07-24T18:45:24+00:00,True,2026-07-24T23:51:55+00:00,closed,67,37,4,1,[],[],[],[],['Register RunAsync overrides so that it dispatches based on the executable type\nrather than the client type. This is to decouple PjRtStreamExecutorRawLoadedExecutable execution from the client\nimplementation details.\n\nPiperOrigin-RevId: 953612773'],,False,False
123928,Use `YNN_VALUE_FLAG_COPY_DATA_FP32` to convert types in the YNNPACK delegate,"Use `YNN_VALUE_FLAG_COPY_DATA_FP32` to convert types in the YNNPACK delegate
",copybara-service[bot],2026-07-24T18:33:33+00:00,True,2026-07-24T19:24:18+00:00,closed,13,68,1,1,[],[],[],[],['Use `YNN_VALUE_FLAG_COPY_DATA_FP32` to convert types in the YNNPACK delegate\n\nPiperOrigin-RevId: 953497705'],,False,False
123925,[XLA:CPU] Route dot-rooted fusions to MLIR emitter; wrap transpose and DUS,"[XLA:CPU] Route dot-rooted fusions to MLIR emitter; wrap transpose and DUS

Three changes toward retiring the legacy LLVM loop emitter:

1. Refactor FusionRoutesToMlirEmitter to a standalone function and remove the kDot
   root exclusion. Unfusing dot fusions instead was measured and
   rejected: it materializes the larger operand (71 ms/call on the
   gemma3-1b copy_dot_fusion, +37% end to end). Routing the fusion to
   the MLIR emitter costs 6.7 ms/call against under 6 for the legacy
   elemental dot (about 2 to 4% end to end on gemma3-1b); max relative
   output difference 7e-7 (reassociation).

2. Wrap standalone transpose and dynamic-update-slice in FusionWrapper and
   clean up legacy standalone dynamic-update-slice thunk & ir_emitter2 handlers.
   MLIR transpose is 1.7x to 2.1x faster than ElementalKernelEmitter
   (f32/bf16 2048x2048, bitwise equal). Dynamic-update-slice is at
   parity with the IrEmitter2 in-place kernel (bitwise equal).

3. Add a VLOG probe on the remaining legacy fusion route so corpus
   scans can attribute every remaining use.
",copybara-service[bot],2026-07-24T17:45:50+00:00,True,2026-07-25T13:46:39+00:00,closed,124,90,9,1,[],[],[],[],"['[XLA:CPU] Route dot-rooted fusions to MLIR emitter; wrap transpose and DUS\n\nThree changes toward retiring the legacy LLVM loop emitter:\n\n1. Refactor FusionRoutesToMlirEmitter to a standalone function and remove the kDot\n   root exclusion. Unfusing dot fusions instead was measured and\n   rejected: it materializes the larger operand (71 ms/call on the\n   gemma3-1b copy_dot_fusion, +37% end to end). Routing the fusion to\n   the MLIR emitter costs 6.7 ms/call against under 6 for the legacy\n   elemental dot (about 2 to 4% end to end on gemma3-1b); max relative\n   output difference 7e-7 (reassociation).\n\n2. Wrap standalone transpose and dynamic-update-slice in FusionWrapper and\n   clean up legacy standalone dynamic-update-slice thunk & ir_emitter2 handlers.\n   MLIR transpose is 1.7x to 2.1x faster than ElementalKernelEmitter\n   (f32/bf16 2048x2048, bitwise equal). Dynamic-update-slice is at\n   parity with the IrEmitter2 in-place kernel (bitwise equal).\n\n3. Add a VLOG probe on the remaining legacy fusion route so corpus\n   scans can attribute every remaining use.\n\nPiperOrigin-RevId: 953858209']",,False,False
123924,[XLA:CPU] Deprecate xla_cpu_use_fusion_emitters debug option.,"[XLA:CPU] Deprecate xla_cpu_use_fusion_emitters debug option.
",copybara-service[bot],2026-07-24T16:20:00+00:00,True,2026-07-25T07:20:04+00:00,closed,87,126,10,1,[],[],[],[],['[XLA:CPU] Deprecate xla_cpu_use_fusion_emitters debug option.\n\nPiperOrigin-RevId: 953756923'],,False,False
123912,Implement emitter changes for tiled reductions.,"Implement emitter changes for tiled reductions.

During emission, we generate scf.for loops for tiled reductions, utilizing generalized masking to handle out-of-bounds boundary conditions.
",copybara-service[bot],2026-07-24T11:43:24+00:00,True,2026-07-24T14:49:46+00:00,closed,289,59,3,1,[],[],[],[],"['Implement emitter changes for tiled reductions.\n\nDuring emission, we generate scf.for loops for tiled reductions, utilizing generalized masking to handle out-of-bounds boundary conditions.\n\nPiperOrigin-RevId: 953362796']",,False,False
123908,Enable 0D convolutions in cudnn_fusion_compiler.cc.,"Enable 0D convolutions in cudnn_fusion_compiler.cc.

The CuDNN frontend requires a 2D convolution consequently we have to introduce two dummy spatial dimensions for 0D convolutions.
",copybara-service[bot],2026-07-24T10:38:22+00:00,True,2026-07-24T15:25:23+00:00,closed,56,5,2,1,[],[],[],[],['Enable 0D convolutions in cudnn_fusion_compiler.cc.\n\nThe CuDNN frontend requires a 2D convolution consequently we have to introduce two dummy spatial dimensions for 0D convolutions.\n\nPiperOrigin-RevId: 953371844'],,False,False
123906,PR #46097: [xla:gpu] Add collective_group_key frontend attribute and honor it as a collective-combining boundary,"PR #46097: [xla:gpu] Add collective_group_key frontend attribute and honor it as a collective-combining boundary

Imported from GitHub PR https://github.com/openxla/xla/pull/46097

This PR introduces a `collective_group_key` frontend attribute that lets a frontend mark independent collectives (all-gather, all-reduce, reduce-scatter, collective-permute) that should be launched and scheduled together as one group. The key acts as a **combining boundary**: transformations that coalesce two *distinct* collectives must not merge a keyed collective with an unannotated one or with one carrying a different key.

The main part is this change: https://github.com/openxla/xla/pull/46097/changes#diff-1a61849fd610e8963dd436981558524ae241f7bbda1ca5e8da5dd70d6b2b86ccR118 (changes in xla/side_effect_util.h documenting attr sematnics)

### Motivation

We want to stop XLA from combining collectives from unrelated layers (i.e. if we unroll a loop in python), and instead allow grouping different collectives together as a group, i.e. we can execute `all-gather` and `collective-permute` inside a single collective group (XLA runtime already supports it).

### Semantics

  - **Combining is constrained.** Merging two distinct collectives (combiners, reassociation, and the collective-permute / all-gather-optimizer coalescers) requires compatible group keys.
  - **CSE, decomposition, splitting, and movement are not.** These may proceed; the key is forwarded onto the rewritten op, preserved when there is one unambiguous representative, or cleared when representatives conflict.
  - Because moved members may land in different computations and stop grouping, frontends must use a module-wide-unique key per logical group.

### Changes

  **Attribute contract** (`side_effect_util`, `collective_ops_utils`)
  - Add `collective_group_key`, and document `combiner_key` alongside it with clearly distinct roles: `collective_group_key` requests a launch group and constrains cross-collective combining; `combiner_key` only partitions same-type combining.
  - Add helpers: `GetCollectiveGroupKey`, `HasCollectiveGroupKey`, `HaveCompatibleCollectiveGroupKeys` (empty matches only empty), and `CopyCollectiveGroupKey` / `ClearCollectiveGroupKey` for forwarding the key through rewrites.

  **Combining boundaries**
  - Combiners (all-gather / all-reduce / reduce-scatter): frontend attributes are folded into the combiner group key via a length-prefixed encoding (`AppendFrontendAttributesToCombinerKey`), so arbitrary frontend strings cannot produce colliding keys.
  - `MergeCollectiveBackendConfig` now OR-merges both `is_pipelined` and `is_spmd_generated`.
  - All-reduce and reduce-scatter reassociation and schedule-aware collective CSE require compatible group keys.
  - Collective-permute combining: `CollectivePermuteKey` now includes `collective_group_key` (and `combiner_key`).
  - `AllGatherOptimizer` additionally checks backend-config compatibility before coalescing two all-gathers and merges configs into the result.

  **Key forwarding through non-combining rewrites**
  - `AllReduceFolder` folds keyed chains, preserving a unique representative key and dropping conflicting ones instead of synthesizing a composite key.
  - `AllReduceSplitter`, `AllReduceDecomposer`, `AllReduceContiguous`, `ReduceScatterCreator`, `WhileLoopAllReduceCodeMotion`, `CollectivePipeliner`, and the all-gather pad/permuted-DS simplifiers now use `SetupDerivedInstruction` / `CopyCollectiveGroupKey` / `ClearCollectiveGroupKey` so the attribute is correctly propagated (or intentionally cleared) onto rewritten collectives.
Copybara import of the project:

--
2167de762c57cf092dd238af6f678655fd901f96 by Eugene Zhulenev <ezhulenev@openxla.org>:

[xla:gpu] Add collective_group_key frontend attribute and honor it as a collective-combining boundary

Merging this change closes #46097

FUTURE_COPYBARA_INTEGRATE_REVIEW=https://github.com/openxla/xla/pull/46097 from ezhulenev:collective-group-key-0 2167de762c57cf092dd238af6f678655fd901f96
",copybara-service[bot],2026-07-24T10:25:05+00:00,True,2026-07-24T14:59:32+00:00,closed,1060,76,49,1,[],[],[],[],"['PR #46097: [xla:gpu] Add collective_group_key frontend attribute and honor it as a collective-combining boundary\n\nImported from GitHub PR https://github.com/openxla/xla/pull/46097\n\nThis PR introduces a `collective_group_key` frontend attribute that lets a frontend mark independent collectives (all-gather, all-reduce, reduce-scatter, collective-permute) that should be launched and scheduled together as one group. The key acts as a **combining boundary**: transformations that coalesce two *distinct* collectives must not merge a keyed collective with an unannotated one or with one carrying a different key.\n\nThe main part is this change: https://github.com/openxla/xla/pull/46097/changes#diff-1a61849fd610e8963dd436981558524ae241f7bbda1ca5e8da5dd70d6b2b86ccR118 (changes in xla/side_effect_util.h documenting attr sematnics)\n\n### Motivation\n\nWe want to stop XLA from combining collectives from unrelated layers (i.e. if we unroll a loop in python), and instead allow grouping different collectives together as a group, i.e. we can execute `all-gather` and `collective-permute` inside a single collective group (XLA runtime already supports it).\n\n### Semantics\n\n  - **Combining is constrained.** Merging two distinct collectives (combiners, reassociation, and the collective-permute / all-gather-optimizer coalescers) requires compatible group keys.\n  - **CSE, decomposition, splitting, and movement are not.** These may proceed; the key is forwarded onto the rewritten op, preserved when there is one unambiguous representative, or cleared when representatives conflict.\n  - Because moved members may land in different computations and stop grouping, frontends must use a module-wide-unique key per logical group.\n\n### Changes\n\n  **Attribute contract** (`side_effect_util`, `collective_ops_utils`)\n  - Add `collective_group_key`, and document `combiner_key` alongside it with clearly distinct roles: `collective_group_key` requests a launch group and constrains cross-collective combining; `combiner_key` only partitions same-type combining.\n  - Add helpers: `GetCollectiveGroupKey`, `HasCollectiveGroupKey`, `HaveCompatibleCollectiveGroupKeys` (empty matches only empty), and `CopyCollectiveGroupKey` / `ClearCollectiveGroupKey` for forwarding the key through rewrites.\n\n  **Combining boundaries**\n  - Combiners (all-gather / all-reduce / reduce-scatter): frontend attributes are folded into the combiner group key via a length-prefixed encoding (`AppendFrontendAttributesToCombinerKey`), so arbitrary frontend strings cannot produce colliding keys.\n  - `MergeCollectiveBackendConfig` now OR-merges both `is_pipelined` and `is_spmd_generated`.\n  - All-reduce and reduce-scatter reassociation and schedule-aware collective CSE require compatible group keys.\n  - Collective-permute combining: `CollectivePermuteKey` now includes `collective_group_key` (and `combiner_key`).\n  - `AllGatherOptimizer` additionally checks backend-config compatibility before coalescing two all-gathers and merges configs into the result.\n\n  **Key forwarding through non-combining rewrites**\n  - `AllReduceFolder` folds keyed chains, preserving a unique representative key and dropping conflicting ones instead of synthesizing a composite key.\n  - `AllReduceSplitter`, `AllReduceDecomposer`, `AllReduceContiguous`, `ReduceScatterCreator`, `WhileLoopAllReduceCodeMotion`, `CollectivePipeliner`, and the all-gather pad/permuted-DS simplifiers now use `SetupDerivedInstruction` / `CopyCollectiveGroupKey` / `ClearCollectiveGroupKey` so the attribute is correctly propagated (or intentionally cleared) onto rewritten collectives.\nCopybara import of the project:\n\n--\n2167de762c57cf092dd238af6f678655fd901f96 by Eugene Zhulenev <ezhulenev@openxla.org>:\n\n[xla:gpu] Add collective_group_key frontend attribute and honor it as a collective-combining boundary\n\nMerging this change closes #46097\n\nPiperOrigin-RevId: 953364080']",,False,True
